메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
치즈토마토,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,154.0,21059,2,['토마토 4개'],"['크림치즈 100g', '버터 50g', '레몬즙 1큰술', '우유 3큰술', '후춧가루 약간']",,"['1. 둥글고 작은 토마토를 선택하여 상부를 잘라내어, 과육과 씨를 스푼으로 도려낸다. 가볍게 소금을 첨가하고, 수분을 제거하기 위해 뒤집어 놓는다.', '2. 실온에 둔 딱딱하지 않은 버터를 나무주걱으로 잘 으깨어 거품 상태가 되면 크림치즈, 레몬즙, 우유, 후춧가루를 혼합하여 크림 상태가 될 때까지 휘저어준다.', '3. ②의 소스를 토마토에 채워넣고, 잘려진 윗 부분을 덮고 장식해준다.']",20
치킨텐더,"['나물', '생채', '샐러드']",서양,반찬,쉬움,362.0,36232,4,['닭고기(안심) 6개'],"['밀가루 100g', '빵가루 100g', '파프리카 약간', '양상추 적당량', '방울토마토 4개', '베이컨 2장', '삶은계란 1개']","['통후추 약간', '적후추 약간', '케이언페퍼 약간']","['1. 채소는 씻어 놓고 베이컨은 구워서 잘게 썰고 계란은 삶아 놓는다.', '2. 닭고기는 힘줄을 제거하고 준비한다.', '3. 튀김옷을 준비해 손질한 닭고기를 넣는다.', '4. 밀가루와 빵가루를 섞어서 ③을 넣어 옷을 입힌다.', '5. ④를 160~170℃의 온도에 튀겨낸다.', '6. 채소를 적당한 크기로 찢어서 접시에 준비하고 튀긴 닭고기를 올려 드레싱과 같이 곁들인다.']",60
컵샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,230.0,8895,2,"['햄 1/2개', '방울토마토 10개', '오이 1개', '춘권피 4장']","['양파 1/2개', '사과 1개', '파슬리 약간', '허브 약간', '[설탕물]설탕 1큰술', '물 2컵']","['파프리카가루 1작은술', '[허브마요네즈드레싱]마요네즈 2큰술', '소금 약간', '와사비 1/2작은술', '설탕 1작은술', '소금 약간', '허브 1작은술', '칠리소스 1큰술', '설탕 1작은술', '[마요네즈드레싱]마요네즈 1과1/2큰술']","['1. 햄은 0.5cm 크기로 깍둑썬다.', '2. 양파, 사과도 햄과 같은 크기로 깍둑썰어 양파는 찬물에, 사과는 설탕물에 담가둔다.', '3. 분량의 드레싱 재료를 섞어 두 가지 드레싱을 각각 만들어둔다.', '4. 토마토와 오이는 먹기좋게 썰어둔다.', '5. 예열한 오븐에 춘권피를 머핀팬에 넣고 바삭하게 구워낸다..', '6. ②의 물기를 제거하고 ①과 혼합한 후 반으로 나눠 각각의 드레싱에 버무려둔다.', '7. 구워낸 춘권피 컵에 허브 마요네즈드레싱을 혼합한 내용물을 넣고, 다른 춘권피 컵 속에는 파프리카 마요네즈 드레싱을 혼합한 내용물을 넣는다.', '8. 파슬리나 허브로 장식해서 마무리한다.', '9. 허브 마요네즈드레싱에 들어가는 허브는 취향에 맞게 바질이나 로즈마리, 오레가노 등을 사용한다.']",30
콘샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,196.0,27371,2,['옥수수통조림 1캔'],"['오이 1/2개', '파프리카 1/2개']","['마요네즈 2와1/2큰술', '머스터드 1/2작은술', '레몬주스 1큰술', '설탕 1/2작은술', '소금 약간']","['1. 옥수수는 흐르는 물에 헹군 후 체에 받쳐 물기를 뺀다.', '2. 채소는 손질해 옥수수 알갱이와 비슷한 크기로 손질하여 소금간을 해둔다.', '3. 분량의 재료를 섞어 소스를 준비한다.', '4. 키친타올로 ②의 채소의 물기를 빼준 뒤 옥수수와 섞고 드레싱을 넣어 버무려 접시에 담아낸다.']",20
콩샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,233.0,30125,2,['콩(통조림) 1/2컵'],"['햄 20g', '양파 15g', '계란 1개', '식용유 약간']","['사우전아일랜드레싱 약간', '소금 약간', '후춧가루 약간']","['1. 콩은 끓는 물에 소금을 넣고 살짝 삶아 건진 후 식힌다.', '2. 햄은 깍두썰기 하여 소금을 뿌려가며 기름에 볶아준다.', '3. 양파는 곱게 다져서 기름에 살짝 볶아준 후 식힌다.', '4. 계란프라이를 준비한다.', '5. 샐러드 그릇에 준비된 콩과 양파를 섞고 그 위에 계란후라이 한것을 올린다.', '6. 기호에 따라 사우전 아이랜드 드레싱을 끼얹어 먹는다.']",30
크레송샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,218.0,15386,2,"['베이컨 1장', '크레송 50g']","['생파스타 1장', '사라다나 30g', '그린비타민 20g', '샐러리 20g', '새송이버섯 1개', '토마토 1/2개', '그라나빠다노 약간', '마른커런트젤리 25g']","['차이브 2개', '레몬 1/2개', '올리브오일 50ml', '소금 약간', '후춧가루 약간', '파슬리 1줄기', '통후추(빻은것) 약간']","['1. 파스타용 생면 파스타는 가로 15cm, 세로 15cm로 잘라 최대한 얇게 밀어 오목하게 튀겨 놓고 팬에 오일을 조금 두르고 베이컨을 큼직하게 잘라 구워 기름을 제거해 놓는다.', '2. 모든 채소를 깨끗하게 씻어 물기를 제거해 놓고 토마토는 웨지 모양으로 썰어 놓는다. 버섯은 얇게 슬라이스하여 베이컨 구운 팬에 살짝 굽는다.', '3. 레몬껍질은 얇게 포떠서 제스트를 만든 후 잘게 다지거나 그대로 사용한다.', '4. 믹싱볼에 신선한 레몬즙을 내어 담는다. 소금과 후춧가루를 넣은 뒤 잘 섞고 올리브오일을 넣고 파슬리도 곱게 다져 넣는다.', '5. 통후추 빻은 것을 섞은 후, 커런트 말린 것을 잘게 다져 넣고 레몬 제스트로 혼합한다. 완전히 되직한 농도가 나올 때까지 섞어준다.', '6. 접시 가운데에 튀겨놓은 파스타 바스켓을 놓고 몇가지의 채소를 가운데에 놓는다.', '7. 가장자리에 버섯을 놓고 나머지 채소와 크레송을 가지런히 담는다.', '8. 마지막으로 구워낸 베이컨을 뿌리고 레몬소스를 듬뿍 뿌려 놓는다.', '9. 치즈를 필링하거나 갈아서 뿌려주어 제공한다.']",30
키위드레싱과콘샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,211.0,138644,2,"['양상추 1/2통', '양배추 1/4통', '토마토 1개', '치커리 약간', '스위트콘 약간', '적채 1/4통']",['양파 1개'],"['식용유 1컵', '식초 1/2컵', '마늘 약간', '설탕 3큰술', '키위 1개', '파인애플 1/3통', '우유 1/4컵', '소금 약간']","['1. 양상추는 깨끗이 씻어 손으로 찢어 놓는다.', '2. 양배추와 적채는 채썰어 놓고, 치커리는 깨끗이 씻어 놓는다.', '3. 토마토는 먹기 좋은 크기로 썰어 놓고, 스위트콘은 체에 밭쳐 물기를 빼 놓는다.', '4. 양파는 동그랗게 썰어 놓는다.', '5. 큰볼에 드레싱에 들어 가는 재료를 모두 넣고, 믹서기에 넣어 곱게 갈아 준다.', '6. 위의 재료들을 예쁘게 적당량 그릇에 담고, 드레싱을 끼얹어 먹는다.']",20
토마토샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,235.0,55791,2,['토마토 2개'],"['오이 1개', '버팔로치즈 80g', '양파 30g', '올리브 8개']",['이탈리안드레싱 약간'],"['1. 토마토를 깨끗이 씻어서 5mm 두께로 동그랗게 썰고 오이는 소금으로 문질러서 씻은 뒤 얇고 둥글게 썬다.', '2. 양파는 얇게 링으로 썰어 찬물에 담가 매운맛을 빼고, 치즈는 사방 1.5cm 크기로 썬다.', '3. 접시에 토마토를 깔고 그 위에 오이, 양파, 치즈를 얹고 올리브에 이탈리안 드레싱을 곁들인다.']",20
해산물모듬샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,230.0,41073,2,"['새우(중하) 8마리', '오징어 1마리', '치커리 약간', '양상추 약간']","['소라 100g', '홍합 15g']","['화이트와인 2큰술', '요구르트 5큰술', '마늘 1작은술', '레몬즙 2큰술씩', '설탕 2큰술씩', '겨자 1큰술씩', '식초 1큰술씩', '소금 1작은술']","['1. 새우는 소금물에 씻고 두 번째 마디에 꼬치를 넣어 내장을 제거한 뒤 끓는 물에 화이트와인을 넣고 데쳐 껍질을 벗겨 준비한다.', '2. 홍합은 깨끗하게 씻어 데치고, 치커리, 양상추는 씻어 먹기 좋게 뜯어놓는다.', '3. 오징어는 껍질을 벗기고 안쪽에 칼집을 넣어 1cm x 4cm로 썬 다음 끓는 물에 살짝 데친다.', '4. 소라도 내장을 제거한 다음 삶아서 얇게 썰어놓는다.', '5. 분량의 드레싱 재료를 섞어 레몬요구르트드레싱을 만든다.', '6. 접시에 준비한 재료를 담고 드레싱을 곁들여 낸다.']",30
흑미 샐러드,"['나물', '생채', '샐러드']",서양,반찬,매우 쉬움,240.0,18582,4,"['샐러드용 야채(로즈', '비타민', '비트잎) 100g', '흑미 100g', '백미 100g']","['오렌지 1/2', '방울토마토 5알']","['식초 30ml', '설탕 30ml', '소금 1t', '화이트 와인 비네거 30ml', '올리브오일 90ml', '', '양파 1/6', '바질 1잎']","['흑미와 흰쌀을 1:1로 섞어 밥을 짓고 김을 뺀다', '흑미밥에 초대리를 넣어 섞어준다.', '샐러드 야채와 과일을 믹싱볼에 넣고 드레싱을 넣어 함께 버무려준다.', '2와 3일 잘 섞어 접시에 담아 완성한다.']",20
오이피클,"['밑반찬', '김치']",서양,반찬,쉬움,56.0,130370,4,"['오이 4개', '양파 1/2개', '물 5컵']","['홍고추 2개', '통생강 1개', '당근 1/2개']","['정향 4개', '통후추 5알', '월계수잎 2장', '통계피 10g', '소금 5큰술', '물 4컵', '식초 3컵', '설탕 1컵', '[절임용 소금물] 소금 1컵']","['1. 오이는 통통하고 길이가 짧은 것으로 골라 깨끗하게 씻어 건진 다음 소금을 뿌려 3시간 정도 절인 뒤 물기를 닦아 준비하는데, 피클용 오이가 없으면 일반 오이를 먹기 좋은 크기로 썰어서 절인다.', '2. 홍고추는 꼭지를 잘라 깨끗이 씻어 물기를 제거해두고, 생강은 편썰고 당근, 양파는 큼직하게 썬다.', '3. 소독한 병에 절인 오이와 홍고추, 당근, 양파를 차곡차곡 담는다.', '4. 분량의 물과 설탕, 식초, 소금, 정향, 통후추, 월계수잎, 통계피, 생강편을 섞어 팔팔 끓여 바로 ③의 병에 3/5 정도 채워지도록 붓는다.', '5. 김이 오른 찜통에 피클 병을 넣고 병 뚜껑은 살짝 열고 찜통 속에 5분 정도 두었다가 찜통 안에서 병 뚜껑을 꼭 닫은 후 꺼내어 실온에 두고 숙성시킨다.']",60
채소피클,"['밑반찬', '김치']",서양,반찬,매우 쉬움,37.0,46756,2,"['미니파프리카 1팩', '오이 2개', '당근 1/2개']","['브로콜리 1/2개', '양배추 1/4통']","['물 2와1/2컵', '발효초 2와1/2컵', '설탕 1컵', '소금 4큰술', '통후추 20알', '식초 1/2컵']","['1. 준비된 재료를 깨끗하게 손질해 브로콜리를 제외한 채소를 한 입 크기로 손질한다.', '2. 브로콜리는 끓는 물에 소금을 넣고 데친 후 과도를 이용해 한마디씩 자른다.', '3. 발효초를 비롯한 분량의 양념 재료를 한소끔 끓여 식혀서 촛물을 만든다.', '4. 밀폐 용기에 손질한 채소를 넣고 식혀둔 촛물을 부어준다.', '5. 2시간 이상 절여두었다가 냉장고에 두어 차게 먹는다.']",20
가리비그라탕,['양식'],서양,메인요리,매우 쉬움,253.0,16741,2,['가리비(껍질이 있는것) 10개'],"['버터 5g', '다진마늘 1큰술', '다진파슬리 1큰술', '검은올리브 2개', '엔초비 1개']","['빵가루 30g', '올리브오일 1큰술', '소금 약간', '후춧가루 약간']","['1. 마늘과 파슬리, 엔초비, 검은 올리브는 잘게 다져 놓는다.', '2. 빵가루와 ①의 다진 재료를 넣고 준비된 분량의 올리브오일을 섞은 다음 소금과 후춧가루로 살짝 간을 한다.', '3. 가리비는 깨끗이 씻은 후 껍질을 벗긴다.', '4. 껍질 벗긴 가리비는 물기를 제거하고 껍질은 바닥에 뒤집어 물기를 제거한다.', '5. 팬에 버터를 넣고 가리비를 살짝 볶아 소금과 후춧가루를 뿌린다.', '6. 가리비 껍질의 윗면에 가리비를 담고 위에 ②의 혼합한 재료를 가리비 위에 놓고 180℃ 오븐에 노릇하게 색이 날 정도로 구워준다.', '7. 접시에 가리비를 둥글게 돌려담고 채소를 곁들인다.']",20
까나페,['양식'],서양,메인요리,매우 쉬움,249.0,91938,2,"['식빵 2쪽', '비스켓 8개']","['치즈 2장', '햄 2장', '오이 1/4쪽', '키위 1개', '방울토마토 5개', '잎상추 2장']",['크림치즈 2큰술'],"['1. 하루정도 굳힌 식빵을 4등분하여 지름 6cm인 원 모양을 만든다.', '2. ①의 식빵을 기름을 두르지 않은 프라이팬에 굽는다.', '3. 밋밋한 비스켓을 준비한다.', '4. 치즈, 햄, 방울토마토, 키위, 딸기, 오이 등을 빵이나 비스켓 크기 정도로 재단하여 빵과 비스켓 위에 얹을 토핑을 준비한다.', '5. 시중에서 판매되는 크림치즈를 비스켓 또는 빵 위에 살짝 발라준다.', '6. 재단한 과일 , 햄, 치즈 등을 비스켓이나 빵 위에 보기 좋게 장식한다.']",30
새우스크램블,['양식'],서양,메인요리,매우 쉬움,175.0,30063,2,"['새우 60g', '계란 2개']","['오이 약간', '당근 약간', '버터 1작은술']","['소금 약간', '후춧가루 약간']","['1. 계란은 잘 풀어 소금과 후춧가루로 밑간을 한다.', '2. 오이와 당근은 잘게 다져 풀어놓은 계란에 섞어준다.', '3. 새우는 껍질을 벗기고 내장을 빼내어 손질해 둔다.', '4. 달구어진 팬에 버터를 두르고 새우를 볶는다.', '5. 새우가 발갛게 반 쯤 익으면 계란을 넣고 휘저어 부드럽게 익힌다.', '6. 슈가파우더를 뿌린 토스트와 함께 낸다.']",20
스크램블드에그,['양식'],서양,메인요리,매우 쉬움,172.0,60710,4,"['계란 2개', '베이컨 3장']","['우유 1/2컵', '딸기 약간']","['소금 1/2작은술', '후춧가루 약간']","['1. 계란은 잘 풀어 우유를 넣고 소금, 후춧가루로 간한다.', '2. 버터를 두른 팬에 계란을 부은 뒤 익기 시작하면 몽글몽글 덩어리가 지도록 잘 저어가며 익힌다.', '3. 베이컨은 기름을 두르지 않은 팬에 부드럽게 구워 키친타올로 기름을 제거한다.', '4. 딸기는 흐르는 물에 헹궈 물기를 빼준다.', '5. 접시에 스크램블드 에그와 베이컨, 딸기를 곁들여 낸다.']",20
오믈렛,['양식'],서양,메인요리,매우 쉬움,311.0,37482,2,['계란 4개'],"['우유 2큰술', '식용유 1큰술', '버터 1큰술']","['소금 1/3작은술', '후춧가루 약간', '토마토케첩 약간']","['1. 계란은 1인분에 2개씩해서 1인분씩 만든다. 계란을 잘 풀어서 소금 1/6작은술과 후춧가루를 잘 섞은 후 우유 1큰술을 넣고 잘 섞어준다.', '2. 달군 팬에 식용유를 두르고 ①을 한번에 부어 젓가락으로 재빨리 휘저으면서 넓게 부친다. 안쪽은 반숙상태가 되도록한다.', '3. 반숙이 되면 불을 약하게 하고 뒤집개로 계란을 먼 쪽에서 가까운 쪽으로 겹치며 모양을 만든다. 이때 버터 1/2큰술을 넣고 반달모양에서 배모양으로 만들고 뒤집어서 노릇하게 부쳐낸다. 기호에 따라 토마토케첩을 살짝 뿌린다.']",20
오븐에 구운 브리치즈,['양식'],서양,메인요리,매우 쉬움,356.0,21144,2,"['브리치즈 2개', '꿀 1큰술']",['다진아몬드(다진것) 25g'],['레몬주스 1/2큰술'],"['1. 베이킹 종이를 깐 오븐용 접시에 치즈를 놓는다.', '2. 치즈위에 꿀을 바르고 레몬 주스를 뿌린다.', '3. 아몬드를 치즈 위에 적당히 놓고 오븐의 중간단에서 약 8분간(200°C) 굽는다.']",30
이탈리안오믈렛,['양식'],서양,메인요리,매우 쉬움,261.0,26312,2,"['계란 2개', '스위트콘 1/3캔']","['돼지호박 1/2개', '양파 1/3개', '표고버섯 2장', '베이컨 5줄', '우유 1/4컵']","['소금 약간', '후추 약간']","['1. 이탈리안 스위트콘은 체에 받쳐 물기를 빼 놓는다.', '2. 돼지호박은 적당한 두께로 썰고, 4등분하여 썬다.', '3. 양파와 표고버섯은 스위트콘 크기에 맞춰 썰고, 베이컨도 먹기 좋게 네모지게 썬다.', '4. 프라이팬에 올리브오일을 두르고, 위의 재료를 모두 넣어 볶다가 소금과 후추를 넣어 간을 맞춘다.', '5. 계란을 풀고 우유를 넣고, 소금, 후추로 간을 맞춘후 ④에 부워 약한불에 익힌다.', '6. ⑤의 표면이 어느 정도 익으면 프라이팬 뚜껑을 이용해 엎은후 다시 위 표면이 아래로 가도록 익힌다.', '7. ⑥이 다 익으면 접시에 내고 3분 정도 식힌후 칼로 썰어 낸다.']",30
