메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
와인소스의감자로싼도미요리,['구이'],서양,메인요리,어려움,157,18802,2,"['도미 1쪽', '감자 1개', '화이트와인 50ml']","['생크림 1/2컵', '양송이버섯 2개', '양파 30g', '가지 1/3개', '토마토 1/2개', '호박 1/3개']","['소금 약간', '후춧가루 약간', '올리브오일 적당량', '파슬리 2줄기', '레몬즙 약간', '버터 약간', '바질 약간', '타임 약간']","['1. [준비하기] 도미는 소금, 후춧가루로 간을 하고 바질을 올려 준비한다.', '2. 감자는 채썬 후 물에 씻지 않은 채로 소금, 후춧가루, 넛맥으로 간을 한다.', '3. 채썬 양송이, 양파에 타임, 통후추, 파슬리 줄기, 화이트와인을 넣고 끓이다가 생크림을 넣고 끓여 소스를 만든다.', '4. 호박, 토마토, 가지를 동글납작하게 썰어서 타임을 올리고 올리브오일에 구워 호박 -> 가지 -> 토마토 순으로 올려 쌓아 가니쉬를 만든다.', '1. [만들기] 프라이팬에 올리브오일을 두르고 채썬 감자를 얇게 펴서 준비한 도미를 올리고 그 위에 다시 채썬 감자를 올려서 굽다가 밑면이 갈색이 되면 뒤집어 다시 굽는다.', '2. 감자가 노릇해 지면 프라이팬 채로 오븐에 넣어 살짝 익힌다.', '3. 준비한 소스에 물을 첨가하여 묽게 만든 후 체에 내려 건더기를 거르고 다시 끓이다가 레몬과 버터를 넣고 썩어준다.', '4. 접시에 소스를 뿌리고 ②의 재료를 올리고 옆에 가니쉬로 만든 재료를 얹어 장식한다.']",69
왕새우구이와구운채소,['구이'],서양,메인요리,보통,285,15461,2,['대하 3마리'],"['아스파라거스 2개', '새송이버섯 1개', '느타리버섯 2개', '애호박 1/2개', '가지 1/2개', '감자 1개', '마늘 3쪽']","['타임 2줄기', '바질 2잎', '버터 약간', '소금 약간', '와사비 약간', '샐러드오일 약간', '통후추 약간']","['1. 왕새우는 깨끗이 손질한 다음 타임, 바질과 마늘(1쪽), 통후추, 샐러드 오일, 소금에 절인 후 160℃ 오븐에서 10분 간 굽는다.', '2. 감자는 삶아서 으깬 후 버터, 소금, 통후추, 와사비와 잘 섞는다.', '3. 호박과 새송이버섯은 슬라이스하여 볶는다.', '4. 나머지 채소도 한입 크기로 잘라 마늘(2쪽)과 올리브오일에 양념하여 팬에 볶는다.', '5. 접시에 보기 좋게 담는다.']",56
참치양송이구이,['구이'],서양,메인요리,보통,95,16558,2,"['스타키스트참치통조림 1캔', '양송이버섯 6개']","['다진양파 1큰술', '빵가루 4큰술']","['마요네즈 약간', '다진파슬리 약간', '소금 약간', '후춧가루 약간']","['1. 양송이는 기둥을 떼내어 손질해둔다.', '2. 볼에 분량의 스타키스트 참치, 다진 양파, 빵가루, 마요네즈, 소금, 후춧가루를 넣어 잘 섞어준다.', '3. 양송이 위에 ②의 스타키스트 참치를 소복하게 올린 다음 빵가루와 파슬리 섞을 것을 위에 뿌려준다.', '4. 180℃로 예열한 오븐에서 12분 정도 구워준다.']",44
치킨롤,['구이'],서양,메인요리,보통,280,41616,4,['닭(다리살) 300g'],"['당근 50g', '완두콩통조림 3큰술', '옥수수통조림 3큰술', '식용유 3큰술', '버터 2큰술']","['토마토케첩 1/3컵', '우스터소스 3큰술', '설탕 1큰술']","['1. 닭고기는 뼈를 발라 내고 힘줄 부분을 칼끝으로 끊고 방망이로 두드려 연하게 한 다음 소금, 후춧가루를 뿌려 간한다.', '2. 당근은 사방 1cm 넓이로 사각지게 썰어 살짝 데체고 완두콩은 소금물에 삶아 놓는다.', '3. 닭고기 살쪽에 밀가루를 약간 뿌리고 중심에 당근, 완두콩, 옥수수 알을 돌돌 말아서 무명실로 촘촘하게 묶는다.', '4. 둥근 팬에 식용유를 두르고 뜨거워지면 닭고기를 넣어 굴려가며 갈색나게 굽는다', '5. 버터를 충분히 넣어 속까지 익으면 도톰하게 썰어 접시에 담고 분량의 양념 재료로 만든 토마토케첩소스를 곁들인다.']",50
크라포딘닭구이,['구이'],서양,메인요리,어려움,370,25268,2,['닭고기(안심) 300g'],"['버터 약간', '올리브오일 약간', '감자 약간', '가지 약간', '토마토 2개', '다진마늘 약간', '다진파슬리 약간']","['소금 약간', '후춧가루 약간', '파프리카파우더 약간', '믹스드허브 약간']","['1. 닭고기는 기름을 제거하고 소금, 후춧가루를 뿌린다.', '2. 녹인 버터나 올리브오일을 ①에 붓으로 여러 번 바른 다음 파프리카파우더와 믹스드허브를 뿌린다.', '3. 감자는 도톰하게 썰어서 끓는 소금물에 데친다.', '4. 가지는 어슷썬 뒤 소금에 절여서 물기와 떫은 맛을 제거한다.', '5. 토마토는 둥글게 3등분하고 자른 단면에 소금을 뿌린다.', '6. 그릴에서 굽되 닭은 겉면이 노릇노릇한 갈색이 날 때까지 굽는다.', '7. 감자는 올리브오일을 바르고 굽는다.', '8. 가지는 올리브오일을 붓으로 바른 뒤 소금을 뿌려 굽는다.', '9. 토마토는 다진 마늘과 다진 파슬리를 올려서 굽는다.', '10. 접시에 모든 재료들을 보기 좋게 담는다.']",66
포크소테,['구이'],서양,메인요리,보통,610,22065,2,['돼지고기(등심) 400g'],"['식용유 적당량', '청피망 30g']","['소금 약간', '후춧가루 약간', '토마토 1개', '올리브오일 3큰술', '식초 1큰술', '카레가루 1작은술', '소금 약간', '설탕 약간', '후춧가루 약간']","['1. 돼지고기는 기름이 없는 등심 부위로 골라 1cm 두께로 큼직하고 두껍게 썬다.', '2. 돼지고기의 질긴 부분을 칼 끝으로 끊은 후 칼등으로 자근자근 칼집 내어 부드럽게 만든다.', '3. 소금과 후춧가루를 뿌린다.', '4. 센 불에 양면을 노릇하게 구워진 색이 나도록 구운 후 불을 약하게 줄이고 고기의 속이 익도록 앞뒤로 뒤집어 가며 천천히 익혀낸다.', '5. 토마토는 열십자로 칼집을 내고 끓는 물에 잠시 데쳐 건진 후 껍질을 벗기고 잘게 썬다.', '6. 불에 토마토 이외의 소스 재료들을 한데 넣고 섞은 후 여기에 토마토 다진 것을 넣어 잘 저어 가며 섞는다.', '7. 다 구워진 돼지고기를 넓적한 접시에 담고, 그 위에 준비한 소스를 끼얹어 낸다.']",45
햄감자그라탕,['구이'],서양,메인요리,보통,412,22980,2,"['햄 100g', '감자 1개']","['옥수수(통조림) 3큰술', '양송이버섯 2개', '피자치즈 약간', '버터 1큰술']","['우유 2컵', '소금 1/2작은술']","['1. 감자는 껍질을 벗기고 반으로 갈라 반달모양으로 썰어 준비하고 옥수수는 체에 밭쳐 물기를 빼준다.', '2. 햄은 세로 길이대로 썰어주는데, 폭은 0.5cm, 가로는 3cm길이로 썰고 양송이는 껍질을 벗겨 길이대로 썰어준다.', '3. 냄비에 우유 2컵을 붓고 감자와 분량의 소금과 버터를 넣고 끓인다.', '4. 냄비의 우유가 끓기 시작하면 양송이를 넣고 약불에서 20분간 끓여 감자가 푹 익고 농도가 걸쭉해지도록 한다.', '5. 오븐용 그릇에 버터를 바르고 ④와 썰어둔 햄, 분량의 옥수수 통조림을 넣고 피자치즈를 얹는다.', '6. 190℃로 예열된 오븐에 5분간 구워낸다.']",54
햄버거스테이크,['구이'],서양,메인요리,어려움,860,99014,4,"['다진쇠고기(등심) 300g', '다진돼지고기(안심) 150g']","['양파 1개', '빵가루 2컵', '버터 3큰술', '육수 1컵', '계란 1개', '식용유 3큰술']","['소금 약간', '후춧가루 약간', '토마토케첩 3큰술', '우스터소스 4큰술', '레드와인 4큰술', '다진마늘 1큰술']","['1. 쇠고기와 돼지고기는 살코기로 준비해 곱게 다져 놓는다.', '2. 양파는 곱게 다져 프라이팬에 노릇하게 볶아서 식혀 놓는다.', '3. 다진 고기에 볶은 양파, 계란, 빵가루, 소금, 후춧가루를 분량대로 넣고 잘 치댄다.', '4. 끈기가 나도록 치댄 반죽을 1.5cm 두께로 동글납작하게 모양을 만든다.', '5. 기름 두른 프라이팬에 반죽을 넣고 겉면을 지진 후 뒤집고 불을 줄여서 속까지 완전히 익힌다.', '6. 양파와 마늘을 곱게 채썰어 뜨겁게 달군 냄비에 버터 3큰술을 넣어 노릇노릇하게 볶는다.', '7. 볶은 양파, 마늘에 포도주, 우스터소스, 육수, 토마토케첩을 넣어 은근한 불에서 졸여 소금, 후춧가루로 간한다.']",62
감자고로케,"['튀김', '커틀릿']",서양,메인요리,보통,317,55899,2,['감자 2개'],"['양파 1/2개', '다진쇠고기 100g', '밀가루 2큰술', '계란 1개', '빵가루 1/2컵', '식용유 3컵']","['카레가루 1/2작은술', '소금 약간', '후춧가루 약간']","['1. 감자는 껍질째 삶아 뜨거울 때 포테이토 매셔에 넣고 눌러 짜거나 절구에 곱게 찧어 으깬다.', '2. 양파는 곱게 다지고 다진 쇠고기를 준비해 기름에 볶다가 소금, 후춧가루로 간한다.', '3. 으깬 감자에 ②를 넣고 나무주걱으로 골고루 섞는다.', '4. ③을 먹기 좋은 크기로 분할해서 손으로 치대어 모양을 잡는다.', '5. ④에서 준비한 반죽에 밀가루를 체에 쳐서 듬뿍 묻힌다.', '6. 계란을 풀어 반죽에 고루 묻힌 후 빵가루를 묻혀 반죽을 완성한다.', '7. 튀김 기름을 180℃ 정도로 가열한 뒤 ⑥을 노릇하게 튀겨낸다.', '*요리사진: 메뉴판닷컴 패널 요리인 근땡이']",59
닭날개튀김,"['튀김', '커틀릿']",서양,메인요리,보통,427,57253,2,['닭(날개) 500g'],"['식용유 약간', '녹말가루 3큰술', '튀김가루 3큰술']","['간장 1큰술', '청주 1큰술', '식용유 1큰술', '다진마늘 1큰술', '생강즙 1작은술', '다진파 2큰술', '후춧가루 약간', '소금 약간']","['1. 닭고기는 깨끗이 씻어 앞뒤로 칼집을 넣어주고 소금, 후춧가루, 청주로 밑간을 해둔다.', '2. 분량의 양념 재료를 섞어 양념장을 만들고 ①에 버무려 30분 가량 재워둔다.', '3. 녹말가루와 튀김가루를 섞어 재워둔 닭고기에 묻히고 160℃의 기름에서 바삭하게 튀긴다.', '*요리사진: 메뉴판닷컴 패널 요리인 혜시니']",42
돈까스와베이비콘,"['튀김', '커틀릿']",서양,메인요리,보통,450,54580,2,['돼지고기(등심) 300g'],"['계란 약간', '밀가루 약간', '빵가루 약간', '베이비콘 1/2컵', '스위트콘 1/4컵', '감자 1개']","['소금 약간', '후춧가루 약간', '우유 1컵', '생크림 1/4컵', '버터 1큰술', '설탕 1큰술', '소금 1작은술', '크림수프 40g', '물 2컵', '케첩 4큰술', '돈까스소스 4큰술', '우스터소스 2큰술']","['1. 돼지고기는 소금, 후춧가루를 뿌려 10분 정도 재운 후 우유를 적셔 20분 정도 재운다.', '2. 냄비에 스프와 물을 먼저 풀고 끓이다가 끓기 시작하면 나머지 소스재료를 넣고 10분 정도 끓인다.', '3. 끓는 물에 베이비콘을 익혀 체에 건져 낸다.', '4. 스위트콘은 체에 밭쳐 물기를 건져 내고, 찜통에 감자를 넣고 익혀내어 으깬 후 스위트콘, 생크림, 버터, 소금, 설탕을 넣어 매쉬드포테이토를 만든다.', '5. ①의 돼지고기를 밀가루, 계란 푼 것, 빵가루 순으로 옷을 입혀 170℃ 정도로 달군 식용유에 바삭하게 튀겨 낸후 베이비콘, 매쉬드포테이토를 곁들이고, 소스를 돈까스에 끼얹어 먹는다.']",53
돼지고기치즈말이튀김,"['튀김', '커틀릿']",서양,메인요리,어려움,385,34834,2,"['돼지고기 200그램', '치즈 5장']","['청피망 1/2개', '홍피망 1/2개', '계란 1개', '밀가루 1/2컵', '빵가루 1컵', '식용유 3컵']","['소금 약간', '후춧가루 약간']","['1. 돼지고기는 기름기 없는 살코기로 준비해 얇고 넓적하게 썰어 칼등으로 몇 번 두들겨 연하게 한 뒤 소금과 후춧가루로 간한다.', '2. 치즈는 굵게 채 썰고, 청피망, 홍피망도 반으로 갈라 씨를 털어내고 굵게 길이로 채 썬다.', '3. 계란은 흰자와 노른자가 섞이도록 잘 푼다.', '4. 김발을 올리고 돼지고기를 김처럼 넓게 펼친 후 위에 밀가루를 고루 얇게 뿌린다.', '5. 가운데에 치즈, 청피망, 홍피망을 나란히 올린 후 손으로 꾹꾹 눌러 가면서 돌돌 말고 끝은 꼬치로 찔러 풀리지 않게 고정한다.', '6. ⑤에 밀가루, 계란, 빵가루 순으로 묻혀서 170℃ 정도의 기름에 튀겨낸다.']",60
모짜렐라치즈스틱,"['튀김', '커틀릿']",서양,간식,보통,310,45001,2,['모짜렐라치즈 300g'],"['밀가루 1컵', '계란 2개', '빵가루 2컵', '식용유 약간']",['소금 약간'],"['1. 모짜렐라치즈는 살짝 굳혀 손가락 두께로 썰어 놓는다.', '2. 치즈에 밀가루를 잘 묻힌 다음 계란물에 담가 빵가루를 꼼꼼히 묻혀준다.', '3. 튀김옷을 묻히는 과정을 한 두번 더 하면 치즈가 새어나오지 않는다.', '4. 180℃의 기름에 넣고 빨리 튀겨낸다.']",45
베이컨미니커틀릿,"['튀김', '커틀릿']",서양,메인요리,어려움,410,34727,2,['삼겹살(구이용) 200g'],"['청피망 1개', '양송이버섯 1개', '홍피망 1개', '계란 1개', '치즈 2장', '밀가루(중력분) 4큰술', '빵가루 1컵', '식용유 약간']","['소금 1/4작은술', '후춧가루 약간']","['1. 삼겹살은 10cm 길이로 썬 뒤 칼등으로 자근자근 두드리고 소금, 후춧가루로 밑간을 한다.', '2. 양송이버섯, 청피망, 홍피망, 치즈는 각각 5㎝ 길이로 채썬다.', '3. 계란은 소금으로 간을 한다.', '4. 빵가루는 물을 뿌려 촉촉하게 한다.', '5. ①에 앞뒤로 밀가루를 바른 뒤 준비한 채소와 치즈를 넣고 돌돌 말거나 또는 반으로 접는다.', '6. ⑤에 계란, 빵가루 순으로 튀김옷을 묻혀 180℃에서 노릇하게 튀겨낸다.']",61
쇠고기치즈튀김,"['튀김', '커틀릿']",서양,메인요리,보통,285,30010,4,"['쇠고기(우둔', '업진살) 300g', '치즈 200g']","['계란 2개', '밀가루 1/2컵', '빵가루 1/2컵']","['[쇠고기양념] 간장 2큰술', '다진파 1/2큰술', '다진마늘 1/2큰술', '설탕 1작은술', '참기름 약간', '소금 적당량', '후춧가루 적당량']","['1. 다진 쇠고기는 분량의 양념에 무쳐둔다.', '2. 청피망, 홍피망을 잘게 다져 물기를 꼭 짜서 치즈 위에 뿌린후 치즈를 겹겹이 겹쳐 살짝 눌러 치즈들이 서로 붙게한다.', '3. 치즈를 2cm 정도의 깍두기 모양으로 썬다.', '4. 양념한 쇠고기를 동그랗게 떼어서 납작하게 한 후 치즈를 안에 넣고 싸서 동그란 완자를 빚는다.', '5. 밀가루, 계란, 빵가루 순으로 묻혀 170℃의 기름에서 튀겨낸다.', '6. 뜨거울 때 반을 갈라 접시에 담아 낸다.']",56
쇠고기커틀릿,"['튀김', '커틀릿']",서양,메인요리,어려움,450,27651,2,"['쇠고기 400g', '모짜렐라치즈 100g']","['홍고추 1/2개', '청고추 1/2개씩', '밀가루 약간', '계란 약간', '빵가루 약간', '치즈(가루) 약간', '튀김기름 1L', '레몬 약간']","['소금 약간', '후춧가루 약간']","['1. 쇠고기는 0.5cm 두께로 넓게 썰어 소금, 후춧가루를 뿌린다.', '2. 모짜렐라치즈는 0.5cm 두께로 썬다.', '3. 홍고추와 청고추를 곱게 다진 다음 빵가루, 치즈 가루와 섞는다.', '4. 쇠고기에 모짜렐라치즈를 넣고 싼 다음 밀가루, 계란, ③의 순으로 튀김 옷을 입힌다.', '5. 180℃의 튀김기름에서 노릇노릇하게 튀긴다.', '6. 접시에 담고 레몬으로 장식한다.']",66
옥수수오믈렛,"['튀김', '커틀릿']",서양,메인요리,보통,385,27615,2,"['스위트콘 1캔', '계란 2개']","['햄 20g', '표고버섯 1/2장', '양파 1/3개', '슬라이스치즈 3장', '오이 1/2개', '당근 1/2개']","['소금 약간', '후춧가루 약간']","['1. 스위트콘을 체에 밭쳐 물기를 제거한다.', '2. 오이, 양파, 당근, 햄, 표고버섯을 스위트콘 크기로 자른다.', '3. 계란은 풀어 놓는다. (소금과 후춧가루로 약간 싱거운 정도로 간한다.)', '4. 프라이팬에 버터를 두르고, ①과 ②의 재료를 볶다가 소금, 후춧가루로 간해 놓는다.', '5. 다른 프라이팬에 ③의 계란을 두르고, 얇게 핀 후 약한 불에서 익히다가 중간 정도 익으면 치즈 2장을 펴 놓고, 치즈 위에 ④의 볶은 재료를 얹은후 계란이 어느 정도 익으면 재료를 계란으로 감싸 접시에 담는다.']",58
치즈돈까스,"['튀김', '커틀릿']",서양,메인요리,보통,590,86926,1,"['돼지고기(돈까스용) 2장', '모짜렐라치즈 50g']","['청피망 1/2개', '밀가루 1/2컵', '계란 1개', '빵가루 1컵']","['소금 약간', '생강즙 1/2작은술']","['1. 돈까스 고기는 소금과 후춧가루, 생강즙으로 밑간을 한다.', '2. 피자치즈는 넓적하고 얇게 썰어 준비하고 피망은 잘게 다진다.', '3. 돈까스 고기 위에 피자치즈를 얹고 피망 다진 것을 얹은 다음 다시 피자치즈를 얹고 고기를 얹어 꼭꼭 누른다.', '4. 고기에 밀가루를 잘 묻힌 뒤 계란물에 담갔다가 빵가루를 꼼꼼하게 입힌다.', '5. 170℃로 달궈진 기름에 넣고 잘 튀겨낸다.']",52
